Deal ID,Deal Name,Company name,"Macro Geo (NYC, SF, CHS, DC, LA, NASH, DEN)",Company Domain Name,Restaurant Address
41703633542,Ula Restaurant & Tapas Bar ,Ula Restaurant & Tapas Bar,SF,ulasf.com,"450 Post St, San Francisco, CA 94102"
41950531468,Café Roca (NRO) ,Café Roca (NRO),CHS,caferoca.chs,"TBD Ashley River Rd, Charleston, SC 29407"
41950531590,The Corner Store CHS ,The Corner Store CHS,CHS,thecornerstore.chs,"1299 Ashley River Rd, Charleston, SC 29407"
42093978124,Sofia's Bagel BK ,Sofia's Bagel BK,NYC,sofiasbagel.com,"376 A Marcus Garvey Blvd, Brooklyn, NY 11221
"
42100306801,Ōwa (Venice),Ōwa,LA,owavenice.com,"1635 Abbot Kinney Blvd, Venice, CA 90291"
42368474930,Angelino Restaurant - Sausalito,Angelino Restaurant,SF,angelinorestaurant.com,"621 Bridgeway Sausalito, CA 94965"
42558499842,The Ribbon ,The Ribbon,NYC,theribbonnyc.com,"20 W 72nd St, New York, NY 10023
"
42558512658,Morning Vibes Cafe ,Morning Vibes Cafe,SF,gmail.com,"
1392 9th Ave, San Francisco, CA 94122"
42712953433,Cybelles - Oakland ,Cybelles - Oakland,SF,Cybellesfruitvale.com,"3465 Fruitvale Ave, Oakland, CA 94602"
42713400993,The Butcher's Daughter (West Hollywood) ,The Butcher's Daughter (West Hollywood),LA,,"8755 Melrose Ave, West Hollywood, CA 90069"
42830922006,Laws Whiskey House ,Laws Whiskey House,DEN,lawswhiskeyhouse.com,"80 W Arkansas Ave, Denver, CO 80223"
42911777352,Fonty's ,Fonty's,NYC,,"20 Christopher St, New York, NY 10014"
42920469248,The Dubliner ,The Dubliner,SF,gmail.com,"3838 24th St, San Francisco, CA 94114"
42920512612,Amelie Cafe  ,Amelie Cafe ,SF,ameliefairfax.com,"71 Broadway Blvd., Fairfax, Ca 94930"
42981340673,Sip + Co ,Sip + Co,NYC,sipandco.co,"41 W 58th St, New York, NY 10019"
42981688603,The Penrose ,The Penrose,NYC,penrosebar.com,"1590 2nd Ave, New York, NY"
42981688921,The Spaniard ,The Spaniard,NYC,thespaniardnyc.com,"190 W 4th st, New York, NY"
42985389075,The Monkey King ,The Monkey King,NYC,themonkeykingnyc.com,"1329 Willoughby Ave, Brooklyn, NY 11237
"
42986785693,Wilfie & Nell ,Wilfie & Nell,NYC,wilfieandnell.com,"228 W 4th St, New York, NY"
42986785853,Bua ,Bua,NYC,buabar.com,"122 - 126 Saint Marks Place, New York, NY"
43063042824,Abu Salim ,Abu Salim Middle Eastern Grill,SF,abusalimsf.com,"1599 Haight St, San Francisco, CA 94117"
43063043210,Old Jerusalem ,Old Jerusalem,SF,,"2966 Mission St, San Francisco, CA 94110"
43098770234,Magnolia ,Magnolia,SF,magnoliahaight.com,"1398 Haight St, San Francisco, CA 94117"
43098778715,Foghorn Taproom Divisadero ,Foghorn Taproom Divisadero,SF,www.foghorntaproom.com,"846 Divisadero St, San Francisco, CA 94117"
43156598890,Sami & Susu -Shifka,Sami & Susu,NYC,samiandsusu.com,190 Orchard Street
43157176601,Barney's Gourmet Hamburgers ,Barney's Gourmet Hamburgers,SF,gmail.com,"4138 24th St, San Francisco, CA 94114"
43157178425,Gusto ,Gusto,DEN,,"1691 N Raleigh St., 
Denver, CO 80204


"
43157940070,ChoLon Modern Asian Cuisine - Sloan's Lake ,ChoLon Modern Asian Cuisine - Sloan's Lake,DEN,,"1691 N Raleigh St., Denver, CO 80204"
43163667259,Birds ,Birds,NYC,birds-nyc.com,64 Downing St.
43265062150,Coyote Bohemio ,Coyote Bohemio,NYC,coyotebohemiony.com,"55-19 Myrtle Ave, Ridgewood, NY 11385"
43288823117,Bánh by Lauren ,Bánh by Lauren,NYC,banhbylauren.com,"42 Market St, New York, NY 10002"
43319579650,Fontainhas  ,Fonty's,NYC,,"28 Jay St, Brooklyn, NY 11201"
43347317279,Nook Tiny Cafe & Market ,Nook Tiny Cafe & Market,CHS,nooktinycafe.com,"267 Rutledge Ave, Charleston, SC, 29403"
43420106666,Olive & Finch Union Station ,Olive & Finch,DEN,oliveandfincheatery.com,"1552 E 17th Ave, Denver, CO 80218"
43476132900,The Red Window ,The Red Window,SF ,gmail.com,"500 Columbus Ave San Francisco, CA 94133"
43491131275,Back to Back ,Back to Back,SF,backtobacksf.com,"1257 Taylor St, San Francisco, CA 94108"
43491441757,Pasta Supply Co - Mission Location,Pasta Supply Co - Mission,SF,pastasupplyco.com," 3233 22nd St. San Francisco, SF 94110"
43491442076,Pasta Supply Co - Inner Richmond,Pasta Supply Co,SF,pastasupplyco.com,"236 Clement St San Francisco, CA 94118"
43595266711,Vamos. Vamos. (Main),Vamos. Vamos. (Main),LA,edgemar.la,"2917 Main St, Santa Monica, CA 90405"
43595339807,Alto Vino ,Alto Vino,SF,altovinosf.com,"1358 Mason St, San Francisco, CA 94133"
43635602462,Teranga  ,Teranga ,SF,gmail.com,"4 Embarcadero Ctr, San Francisco, CA 94111
"
43635627360,Follia ,Follia,NYC,follianyc.com,179 3rd Ave
43660559013,"Halcyon - MSA (Rarebird, Local Jones, B&GC",Halcyon,Den,halcyonhotelcherrycreek.com,"245 Columbine St, Denver, CO 80206"
43660559452,Carroll Place ,Carroll Place,NYC,carrollplacenyc.com,157 Bleecker St
43660621341,Ainslie BK ,Ainslie BK,NYC,ainsliebk.com,76 Ainslie St
43660683432,Osteria Cotta ,Osteria Cotta,NYC,cottanyc.com,513 Columbus Avenue
43662689439,Ainslie Bowery ,Ainslie Bowery,NYC,ainsliebowery.com,
43739672919,Le Garage Bakery - Sausalito  ,Le Garage Bakery - Sausalito ,SF,Legaragesausalito.com,"85 Liberty Ship Way #109, Sausalito, CA 94965"
43739877010,Chin Up Bar ,Chin Up Bar,NYC,gmail.com,"171 Chrystie St New York, NY 10002"
43739906414,Foreigner NYC ,Foreigner NYC,NYC,foreigner.nyc,"64 W 21st St, New York, NY 10010"
43827250258,La Contenta - Greenpoint,La Contenta,NYC,lacontentales.com,"102 Norfolk St, New York, NY 10002"
43827337265,Bageletto Too LLC - Polk ,Bageletto Too LLC,SF,bageletto.com,"2139 Polk St, San Francisco, CA 94109"
43827799677,Canary  ,Canary ,Den,www.hotelalpenrock.com,"550 Village Rd, Breckenridge, CO 80424"
43879920904,Mandrake Cafe ,Mandrake Cafe,NYC,mandrakecafenyc.com,
43895452179,Bella Blu ,Bella Blu,NYC ,bellablunyc.com,"967 Lexington Ave, New York, NY 10021"
43896764255,Edwin ,Edwin,Den,hotelalpenrock.com," 550 Village Rd, Breckenridge, CO 80424"
43896948093,Barberio Osteria ,Barberio Osteria,SF,barberiosf.com,"557 Valencia St, San Francisco, CA 94110"
43898920834,Alpenrock Coffee  ,Hotel Alpenrock,DEN,hotelalpenrock.com," 550 Village Rd, Breckenridge, CO 80424"
43898982996,The Carter Bar ,The Carter Bar,DEN,hotelalpenrock.com,"550 Village Rd, Breckenridge, CO 80424
"
43899057207,LITTLE SWEET ,Little Sweet Parent,SF,littlesweet.com,"1253 9th Avenue San Francisco, 94122"
43899104052,Matko ,Matko - 1 Market Street,SF,matkofood.com,"1 Market Street, Plates At One Market, San Francisco, CA "
44016786558,Matko - 1355 Market Street ,Matko - 1355 Market Street,SF,matkofood.com,"1355 Market Street San Francisco, CA 94103"
44018030477,Matko - 736 Valencia Street ,Matko - 736 Valencia Street,SF,matkofood.com,"736 Valencia Street San Francisco, CA 94110"
44074469957,Barney's Gourmet Hamburgers - Shattuck St ,Barney's Gourmet Hamburgers - Shattuck St,BER,www.barneyshamburgers.com,"1600 Shattuck Ave. #112, Berkeley, CA 94709"
44074593042,Barney's Gourmet Hamburgers - Piedmont ,Barney's Gourmet Hamburgers - Piedmont,OAK,www.barneyshamburgers.com,"4162 Piedmont Ave, Oakland, CA 94611"
44074715918,Barney's Gourmet Hamburgers - College Ave ,Barney's Gourmet Hamburgers - College Ave,OAK,www.barneyshamburgers.com,"5819 College Ave, Oakland, CA 94618"
44081202867,Barney's Gourmet Hamburgers - Solano Ave ,Barney's Gourmet Hamburgers - Solano Ave,BER,www.barneyshamburgers.com,"1591 Solano Ave, Berkeley, CA 94707"
44081381525,Nishaan ,Nishaan,NYC,eatnishaan.com,"160 1st Ave, New York, NY 10009
"
44081568000,Cabana Burgers and Shakes  ,Cabana Burgers and Shakes ,CHS,cabanaburgers.com,"1801 Crowne Commons Way, Johns Island, SC 29455"
44089266451,Bareburger - Yorkville,Bareburger (Parent),NYC,bareburger.com,N/A
44089734325,Bareburger  16,Bareburger (Parent),NYC,bareburger.com,N/A
44092625715,Bareburger - Dobbs Ferry,Bareburger (Parent),NYC,bareburger.com,N/A
44092933469,Bareburger - Darien,Bareburger - Darien,NYC,bareburger.com,N/A
44098445977,Bareburger - Bayside,Bareburger (Parent),NYC,bareburger.com,N/A
44206599823,Little Alley ,Little Alley,NYC,littlealley.nyc,"info@littlealley.nyc
"
44206721711,The Local Jones ,The Local Jones,Den,halcyonhotelcherrycreek.com,"249 Columbine St, Denver, CO 80206"
44206907572,Boys and Girls Club ,Boys and Girls Club,Den,bandgcdenver.com,"249 Columbine St, Denver, CO 80206"
44451540124,Wine & Company (CLOVER),Wine & Company,CHS,chswine.com,"441 Meeting St Ste. B, Charleston 29403"
44451837232,"Reading Room (Reading Room, by & by)",,NYC,,"16 E 46th St, New York, NY 10017"
44454041144,by & by,By & By,NYC,byandbynyc.com,"644 10th Ave, New York, NY 10036"
44491124288,Poke Tea House ,Poke Tea House,CHS,poketeahouse.com,"441 meeting st unit E, Charleston, South Carolina 29403"
44506531214,Gjusta Goods ,Gjusta Goods,LA,Gjusta.com,"324 Sunset Ave, Venice, CA"
44587525742,Gjusta Grocer ,Gjusta Grocer,LA,Gjusta.com,"105 Windward Ave, Venice, CA"
44798644588,Dynamo Donut - Marina Kiosk ,Dynamo Donut - Marina Kiosk,SF,dynamodonut.com,"110 Yacht Rd, San Francisco, CA 94123"
44865917753,Little Sweet - Inner Richmond ,Little Sweet - Inner Richmond,SF,little-sweet.com,"
1253 9th Ave, San Francisco, CA 94122"
44866289153,Daisy Dukes Honky Tonk,Daisy Dukes Honky Tonk,NYC,gmail.com,19 South William street
44951470436,Foghorn Taproom Irving St ,Richmond Republic Draught House,SF,richmondrepublicsf.com,"534 Irving St, San Francisco, CA 94121
"
44965300642,Chaat Dog ,Chaat Dog,NYC,www.chaatdog.com,"550 Vanderbilt Ave, Brooklyn, NY"
44977427303,Angiday ,Angiday,SF,angidaysf.com,"1797 Haight St, San Francisco, CA 94117"
45002288640,Bar Milagro ,Bar Milagro,NYC,,"29 Dunham Pl, Brooklyn, NY 11249
"
45054320443,Cafe Ruisseau (Beverly Hills) ,Cafe Ruisseau (Beverly Hills),LA,,"345 N Maple Dr, Beverly Hills, CA 90210"
45054320446,Cafe Ruisseau (Glendale) ,Cafe Ruisseau (Glendale),LA,,"801 N Brand Blvd, Glendale, CA 91203"
45092417638,Bread Head (Manhattan Beach),Bread Head (Manhattan Beach),LA,,"1129 Manhattan Ave, Manhattan Beach, CA 90266"
45144613556,SOMM Wine Bar (John’s Island) ,SOMM Wine Bar (John’s Island),CHS,sommchs.com,"700 Halcyon Lp, Johns Island, SC 29455"
45144964455,Alison ,Alison,NYC,alisonny.com,"21 Clinton St, New York, NY 10002, 2100 Frederick Douglass Blvd, New York, NY 10026, 110 St Marks Pl, New York, NY 10009, 1651 Lexington Ave, New York, NY 10029"
45193038687,Alison (East Harlem),Alison (East Harlem),NYC,alisonny.com,"1651 Lexington Ave, New York, NY 10029"
45417069917,Allegretto Al Forno ,Allegretto Al Forno,NYC,franciebrooklyn.com,132 Broadway
45417179173,Charm Coffee ,Charm Coffee,SF,,"1939 Ocean Ave, San Francisco, CA 94127"
45429560182,The Nosh Box ,The Nosh Box,SF,noshbox.com,"1116 Folsom St, San Francisco, CA 94103"
45429561687,Work & Class - Englewood,Work & Class RiNo,DEN,workandclassdenver.com,"900 E Hampden Ave, Englewood, CO 80113"
45429561734,"Dayshift, Englewood Work+Class ",Work & Class RiNo,DEN,workandclassdenver.com,"900 E Hampden Ave, Englewood, CO 80113"
45430064032,SOMM Wine Bar (Summerville) ,SOMM Wine Bar (Summerville),CHS,sommchs.com,tbd - new opening 
45489232768,The Alembic ,The Alembic,SF,alembicsf.com,"1725 Haight St, San Francisco, CA 94117"
45491256199,The Sea Star ,The Sea Star,SF,theseastarsf.com,"2289 3rd St, San Francisco, CA 94107"
45663571038,Handy and Hot ,Handy and Hot,CHS,handyandhot.com,"68 Wentworth St, Charleston, SC 29401
"
45664128417,Lenoir ,Lenoir,CHS,dineatlenoir.com,"68 Wentworth St, Charleston, SC 29401"
45664223409,Barrera's Cocina ,Barrera's Cocina,SF,www.barrerascocina.com,"900 Stanyan St, San Francisco, CA 94117"
45719758691,InoVino - Osteria & Vineria ,InoVino - Osteria & Vineria,SF,gmail.com,"108-B Carl St, San Francisco, CA 94117"
45968109593,Daytrip Counter ,Daytrip Counter,SF,daytripcounter.com,"4316 Telegraph Ave, Oakland, CA 94609"
45968496805,Le Soleil - Stonestown ,Le Soleil - Stonestown,SF,lesoleilsf.com,"3251 20th Ave 221 2nd Floor, San Francisco, CA 94132"
45968561553,Day Shift ,,DEN,,"900 E. Hampden Ave. Englewood, CO 80113"
45968808239,Work & Class Englewood ,Work & Class Englewood,DEN,www.workandclassdenver.com,"900 E. Hampden Ave. Englewood, CO 80113"
45969588378,Little Sweet - Go ,Little Sweet - Go,SF,littlesweet.com,"631 Merchant St, San Francisco, CA 94111"
45970844995,"Little Sweet - Union Square, Union Square",,SF,little-sweet.com,
46017250414,Blackbelly (Boulder) - Oct Deal,Blackbelly (Boulder),DEN,www.blackbelly.com,"1606 Conestoga St Suite 1, Boulder, CO 80301"
46040926340,Joe and John's Pizzeria - Bushwick,Joe and John's Pizzeria,NYC,joeandjohnsnyc.com,"59-10 Myrtle Ave, Ridgewood, NY 11385"
46041170611,Bub's Bakery ,Bub's Bakery,NYC,fishcheeksnyc.com,325 Lafayette Street
46110137652,Caprizza Ristorante ,Caprizza Ristorante,SF,sfcaprizza.com,"2706 24th St, San Francisco, CA 94110"
46206672704,Bar San Miguel ,bar san miguel,NYC,barsanmiguelbk.com,"307 Smith St, Brooklyn, NY 11231"
46207044479,Destapas ,Destapas,SF,destapas.com,"2708 24th St, San Francisco, CA 94110"
46257096724,Bucks Deli & Market ,Bucks Deli & Market,CHS,bucksdeli.com,"866 Island Park Dr Suite 105, Daniel Island, SC 29492"
46557835616,Sinombre - Question Mark Bar,Question Mark Bar,SF,questionmarksf.com,"312 Harriet St, San Francisco, CA 94103"
46557842974,Estia's Little Kitchen ,Estia's Little Kitchen,NYC,estiaslittlekitchen.com,"1615 Sag Harbor Bridgehampton Turnpike
Sag Harbor, New York 11963"
46637490550,Buena Vida Cantina On Belden ,Buena Vida Cantina On Belden ,SF,gmail.com,"56 Belden Place, San Francisco, CA 94104"
46698454846,"Little Sweet - Go, Financial District",Little Sweet - Go,SF,littlesweet.com,655 Montgomery St
46700927124,Little Sweet - FiDi ,Little Sweet - FiDi,SF,littlesweet.com,"224 Kearny St San Francisco, CA 94108"
46701054335,Little Sweet - Super (Valencia),Little Sweet - Super,SF,little-sweet.com,"790 Valencia St, San Francisco, CA 94110"
46709503660,Little Sweet - Mission Bay ,Little Sweet - Mission Bay,SF,littlesweet.com,"555 20th St Suite 1, San Francisco, CA 94107"
46709576763,Salud Tacos + Tequila  ,Salud Tacos + Tequila ,CHS,salud-chs.com,"1000 Tanner Ford Blvd. Ste 280. Hanahan, SC 29410"
46709596589,Spring Cafe Aspen - Aspen,Spring Cafe Aspen (Aspen Location),DEN,,"119 South Spring Street, Unit 101, Aspen, CO 81611
"
46736688815,Little Sweet - Inner Sunset ,Little Sweet - Inner Sunset,SF,www.little-sweet.com,"1253 9th Ave San Francisco, CA 94122"
46794646173,Little Sweet - CableCar Turnaround ,Little Sweet - CableCar Turnaround,SF,littlesweet.com,"28 Cyril Magnin St San Francisco, 94108"
46825398408,Little Sweet - Japantown ,Little Sweet - Japantown,SF,littlesweet.com,"1660 Geary Blvd Unit B, San Francisco, CA 94115"
46997416323,Parker Potrero ,Parker Potrero,SF,parkerpotrero.com,"1399 18th St, San Francisco, CA 94107"
47210329999,Incendio ,Incendio,SF,gmail.com,"518 S Van Ness Ave, San Francisco, CA 94110"
47453504936,Bearing West ,Bearing West,SF,bearingwestsf.com," 2325 Taraval St, San Francisco, CA 94116"
47539047331,Church and Union ,Church and Union,DEN,churchandunion.com,"1433 17th St #150, Denver, CO 80202"
47659904540,Gage & Tollner ,Gage & Tollner,NYC,gageandtollner.com,"372 Fulton St, Brooklyn, NY 11201"
47660342434,Seed + Mill ,Seed + Mill,NYC,seedandmill.com,"409 W 15th St, New York, NY 10011"
47660365358,American Bar ,American Bar,NYC ,americanbarnyc.com,"33 Greenwich Ave, New York, NY 10014"
47660424250,Le Veau d'Or ,Le Veau d'Or,NYC,frenchettenyc.com,"129 E 60th St, New York, NY"
47660466213,Gilberth's Latin Fusion ,Gilberth's Latin Fusion,SF,gmail.com,"2427 3rd St, San Francisco, CA 94107"
47720991564,The Wallace Lounge ,The Wallace Lounge,NYC ,thewallace.com,"242 W 76th St, New York, NY 10023"
47738970185,Crust Wood Fired Pizza ,Crust Wood Fired Pizza,CHS,crustwoodfiredpizza.com,"1956 Maybank Hwy #B, Charleston, SC 29412"
47739235906,Frenchette Bakery ,Frenchette Bakery,NYC,frenchettebakery.com,220 Church St
47739236699,Wild Cherry ,Wild Cherry,NYC,www.wildcherrynyc.com,38 Commerce st
47739358529,Frenchette bakery at the Whitney FSR ,Frenchette bakery at the Whitney FSR,NYC,frenchettebakerywhitney.com,99 Gansevoort
47820231953,Frenchette bakery at the Whitney QSR ,Frenchette bakery at the Whitney QSR,NYC,frenchettenyc.com,99 Gansevoort St
47820233304,Salumeria Rosi EV  ,Salumeria Rosi,NYC ,salumeriarosinyc.com,TBD 
47831452199,L'Arte del Gelato ,L'Arte del Gelato,NYC ,lartedelgelato.com,"75 9th Ave, New York, NY 10011"
47831610499,Buena Vida Cantina - Folsom ,Buena Vida Cantina - Folsom,SF,www.buenavidacantina.com,"860 Folsom St, San Francisco, CA 94107"
47872418566,Puya Tacos  ,Puya Tacos ,NYC ,puyatacos.com,"30 ROCKEFELLER PLAZA NEW YORK, NY 10112"
47879746314,Oak at Fourteenth ,Oak at Fourteenth,DEN,,"1400 Pearl St, Boulder, CO 80302
"
47880240259,C Burger Denver ,C Burger,DEN,www.cburger.com,"200 W Belleview Ave Unit 100, Englewood, CO 80110"
48147761937,Maria's Mexican Grill ,Maria's Mexican Grill,CHS,mariasjohnsisland.com,"2817 Maybank Hwy, Johns Island, SC 29455"
48147790656,Tinto ,Tinto Cafe,NYC,,"41 Monroe Street, New York, NY 10002"
48172085551,Zitouna  ,Zitouna ,SF,gmail.com,"2435 Clement St, San Francisco, CA 94121"
48474079102,Sunken Harbor ,Sunken Harbor,NYC,sunkenharbor.club,"372 Fulton St 2nd Floor, Brooklyn, NY 11201"
48536179562,Lavender Lake ,Lavender Lake,NYC,lavenderlake.com," 53 Broadway, Brooklyn, NY 11249"
48536398519,Lin & Daughters WV ,Lin & Daughters,NYC,linanddaughters.com,"181 W 4th St, New York, NY 10014"
48536401275,Coucou (Santa Monica),Coucou (Santa Monica),LA,coucou.la,"218 Main St, Venice, CA 90291"
48791273742,Le Rock ,Le Rock,NYC,www.lerocknyc.com,45 Rockefeller Plaza
48791368241,Kaminsky's Dessert Cafe ,Kaminsky's Dessert Cafe,CHS,kaminskys.com,"78 N Market St, Charleston, SC 29401"
48791373090,Olive & Finch Cherry Creek ,Olive & Finch,DEN,oliveandfincheatery.com,"3390 E 1st Ave, Denver, CO 80206"
48791373376,Little Finch 16th  ,Little Finch,DEN,oliveandfinch.com,"1490 16th St Mall, Denver, CO 80202"
48799069074,Ribalta (Ribalta/Amo Seafood),Ribalta,NYC,ribaltanyc.com,"48 E 12th St, New York, NY 10003"
48799119649,Manhatto ,Manhatto,NYC,," 783 9th Ave, New York, NY 10019"
48859432098,Pearlz Oyster Bar (CHS) ,Pearlz Oyster Bar (CHS),CHS,pearlzoysterbar.com,"153 E Bay St, Charleston, SC 29401"
